name,business_type,black_owned,ratings,chill_score,activity_type,weekend_only,business_url,social_media.instagram,social_media.twitter,social_media.facebook,social_media.other,location.location,location.address,location.metro,location.state,location.longitude,location.latitude
grit fitness ,fitness studios,True,,,,False,,https://www.instagram.com/gritbybrit/?hl=en,,,https://www.instagram.com/gritbybrit/?hl=en,"Design District, Addison",,DFW,Texas,,
essence dance academy ,fitness studios,True,,,,False,,https://www.instagram.com/essencedanceacademytx/?hl=en,,,https://www.instagram.com/essencedanceacademytx/?hl=en,DeSoto,,DFW,Texas,,
