name,business_type,black_owned,ratings,chill_score,activity_type,weekend_only,business_url,social_media.instagram,social_media.twitter,social_media.facebook,social_media.other,location.location,location.address,location.metro,location.state,location.longitude,location.latitude
black coffee ,coffee shops,True,,,,False,,https://www.instagram.com/blackcoffeefw/?hl=en,,,https://www.instagram.com/blackcoffeefw/?hl=en,Fort Worth,,DFW,Texas,,
soiree coffee bar ,coffee shops,True,,,,False,,https://www.instagram.com/soireecoffeebar/?hl=en,,,https://www.instagram.com/soireecoffeebar/?hl=en,Trinity Groves,,DFW,Texas,,
